 Hope Of Deliverance,"I will always be hoping, hoping   You will always be holding, holding   My heart in your hand   I will understand   I will understand someday, one day   You will understand always, always   From now until then   When it will be right, I don't know   What it will be like, I don't know   We live in hope of deliverance   From the darkness that surrounds us   Hope of deliverance, hope of deliverance   Hope of deliverance from the darkness   That surrounds us   From the darkness that surrounds us   And I wouldn't mind knowing, knowing   That you wouldn't mind going   Going along with my plan   When it will be right, I don't know   What it will be like, I don't know   We live in hope of deliverance   From the darkness that surrounds us   Hope of deliverance, hope of deliverance   Hope of deliverance from the darkness   That surrounds us   From the darkness that surrounds us   Hope of deliverance   Hope of deliverance   Hope of deliverance from the darkness   That surrounds us   Hope of deliverance   Hope of deliverance   Hope of deliverance from the darkness   That surrounds us   From the darkness that surrounds us   Hope of deliverance   Hope of deliverance   I will understand   Hope of deliverance   Hope of deliverance   I will understand   Hope of deliverance   Hope of deliverance"
 Mistress And Maid,"She said   Come in my dear,   You're looking tired tonight.   Your bath is drawn, let me loosen your tie   And fix you your usual drink.   He settles back,   Takes a magazine,   Kicks off his shoes, as he studies the form   Of every appealing soubrette.   But where are the flowers that he used to bring?   Every endearing remark   Reminds her of passionarte promises,   That he only made in the dark.   In her bed,   She wants to shout at the back of his head   Look at me, look at me, look at me I'm afraid   See what it's come to,   I'm just your mistress and maid.   The wine is warm   But the dinner is cold.   The look in his eye tells her it won't be long   Till the girls on the page come to life.   And they'll get the flowers that he used to bring   With every endearing remark,   And all of the passionate promises   He'll never fulfil in the dark.   In their bed,   She wants to shout at the back of his head   Look at me, look at me, now that I'm not afraid.   See what it's come to,   I'm not your mistress and maid.   See what it's come to,   I'm not your Mistress and Maid."
 I Owe It All To You,"Last night you helped me through,   Took me to the lover zone.   I saw there, images   Projected on a wall of stone.   I stood inside Egyptian temples,   I looked into eternal gardens,   Lay on the shores of distant islands,   Listening to the sea birds song of joy.   Oh - I owe it all to you,   You make me happy,   Oh - I owe it all to you.   Last night, we were right   Into some exotic scene.   Everywhere, images   Appearing on a gigant screen.   I stood inside a glass cathedral,   I looked into the golden canyon,   Lay by the lakes of holy water   Glistening lika a diamond in the light.   Oh - I owe it all to you,   You make me happy,   Oh - I owe it all to you."
 Biker Like An Icon,"There was a girl who loved a biker   She used to follow him across America   But the biker didn't like her   She didn't care, she still persisted   Though her brother said she was twisted   And the family said they wouldn't miss her   Anyway   She loved the biker like an icon   Gazing at his picture everyday   She loved the biker like an icon   Slowly watching precious water drip away   She did her best to fix a meeting   She pulled it off one night in Hollywood   When he met her he couldn't let her get away   He didn't ask for her permission   He took advantage of her position   But he was always her ambition   Anyway   She loved the biker like an icon   Gazing at his picture everyday   She loved the biker like an icon   Slowly watching precious water drip away   The family tried so hard to find her   They showed her picture across America   But no trace of her sweet face   Was ever found   She loved the biker like an icon   Gazing at his picture everyday   She loved the biker like an icon   Slowly watching precious water drip away"
 Peace In The Neighbourhood,"Best thing I ever saw   Was a man who loved his wife   In a place where things were good   I felt peace in the neighbourhood   That feeling in the air   Something was definitely there   It was a time when things were good   I felt peace in the neighbourhood   I was there, I really was.   At the centre of a love vibration.   People sharing with their friend.   Helping each other out   Peace in the neighbourhood   Helping each other out   Then I woke up from my dream   To see things as they really are   People struggling to survive   How can peace hope to stay alive?   Well I was there... I felt so good   At the centre of a love vibration.   People caring for their world   Helping each other out.   Peace in the neighbourhood   Helping each other out.   Peace in the neighbourhood   Helping each other out.   Best thing I ever saw   I saw a man who loved his wife.   Peace in the neighbourhood   Helping each other out.   Peace in the neighbourhood."
 Golden Earth Girl,"Golden earth girl, female animal   Sings to the wing, resting at sunset   In a mossy nest   Sensing moonlight in the air   Moonlight in the air   Good clear water, friend of wilderness   Sees in the pool her own reflection, woo   In another world   Someone over there is counting fish in a sunbeam,   In eggshell seas   Fish in a sunbeam,   Eggshell finish   Natures lover climbs the primrose hill,   Smiles at the sky watching the sunset, woo   From a mossy nest   As she falls asleep, she's counting fish in a sunbeam   In eggshell seas   Fish in a sunbeam,   Eggshell finish   As she falls asleep, she's counting fish in a sunbeam   In eggshell seas   Yeah, fish in a sunbeam,   Eggshell finish"
 The Lovers That Never Were,"I have always needed somebody girl,   But I close the doors to keep out the world.   But for you, I would be here all alone,   Locked in a photograph.   All of the clocks have run down.   Lover beware   We'll be the lovers that never were.   I hang patiently on every word you send.   Will we ever be much more than just friends?   As for you, you sit there playing this game.   You keep me waiting   When all of the clocks have run down,   All over the world.   We'll be the lovers that never were.   For as long as the sun shines in somebody's eyes   I believe in you baby, so don't tell me lies.   For as long as the trees throw down blossoms and leaves,   I know there will be a parade of unpainted dreams.   And I know dear, how much it's gonna hurt,   If you still refuse to get your hands dirty.   So you, must tell me something, I love you,   Say goodbye or anything.   All of the clocks have run down,   Time's at an end,   If we can't be lovers we'll never be friends.   For as long as the sun shines in somebody's eyes   I believe in you baby, so don't tell me lies.   For as long as the trees throw down blossoms and leaves,   I know there will be a parade of unpainted dreams."
 Get Out Of My Way,"Crash bang wallop I'm a lover again   I've got my eyes on the road   And I'm feeling no pain   I've found a real fine woman   I'm heading to see her.   Bye bye melancholy listen to me   We had a long long ride   But it isn't to be   I've found a real fine woman   I'm heading to see her.   Get out of my way   Get out of my life   I don't need anybody to tell me   How to be right   Don't try to stop me   I've got the answer   I won't need anybody except my woman tonight.   I can't help it if I'm starting to smile   I've got a full gas tank   And it's only a mile   Till I'll bee with my little woman   I'm ready to see her.   So I say ...   Bye bye melancholy listen to me   We had a long long ride   But it isn't to be   I've found a real fine woman   I'm heading to see her.   Get out of my way   Get out of my life   I don't need anybody to tell me   How to be right   Don't try to stop me   I've got the answer   I won't need anybody except my woman tonight."
 Winedark Open Sea,"Open up your heart   If you want to set me free   Full of love, your love   Sailing on a winedark open sea   Sailing on a winedark open sea   Lighten up, my heart   Leave it to the evening breeze   Give me love, your love   Sailing on a winedark open sea   Sailing on a winedark open sea   Oh my, I feel love for you   Spreading through my body I remember now   We can be so loving   I feel love for you now   I feel love for you right now   Loosen up, my heart   Let me have some time to be   With a love, wow my love   Sailing on a winedark open sea   Sailing on a winedark open sea   Oh my, I feel love for you   Spreading through my body I remember now   We can be so loving   I feel love for you now   I feel love for you right now   Sailing on a winedark open sea   Sailing on a winedark open sea   Sailing on a winedark open sea   Sailing on a winedark open sea   Oh, I feel love for you now   I feel love for you right now   I feel love for you now   Baby I feel love for you right now   We're sailing on a winedark open sea   Sailing on a winedark open sea..."
 C'mon People,"Well we're going to, yeah we're going to   Get it right this time   We're going to, really going to   Raise it to the sky   People are ready to forgive a few mistakes   But let's get started from a party   Don't you know how long it takes   C'mon people let the fun begin   We've got a future and it's rushing in   Call all the minstrels from the ancient shrine   Pass down the message that it's right this time   Well I'm trying to, yeah I'm crying to   Lay it on the line   We're trying to, really dying to   Get it right this time   So many yearing for the way it's gonna be   Believe it when you see it happening to you   You know it's real   C'mon people let the world begin   We've got a future and it's charging in   We'll make the best of all we have and more   We'll do what never has be done before   Oh yeah   Oh yeah, oh yeah   Oh yeah   Oh yeah, oh yeah   Well I'm going to, yeah I'm going to   Get it right this time   I'm going to, really going to   Raise it to the sky   I must admit I may have made a few mistakes   But let's get started from a party   Don't you know how long it takes   C'mon people let the fun begin   We've got a future and it's rushing in   Call all the minstrels from the ancient shrine   Pass down the message that it's right this time   Oh yeah   Oh yeah oh yeah   Oh yeah   Oh yeah oh yeah   C'mon people let the world begin   We've got a future and it's charging in   Now c'mon people   C'mon c'mon c'mon c'mon... c'mon people   Yeah, c'mon people"
 Long Leather Coat,"I'm all alone, said she,   No one to phone, no one to touch me.   I'm on my way said the man in the long leather coat   As he started his car.   I'm glad you came, said she   You got my note, you understood it.   He smiled as he hung up his long leather coat   On the back of the door.   Stroll on baby, step right in.   Help yourself to a handful of ev'rything in sight,   Let the party begin.   Stroll on baby, step right in.   Help yourself to a handful of ev'rything in sight,   Let the party begin.   Oh, I love your coat, said she.   Oh, I love your coat, said she   He said, well, thank you.   He said, well, thank you   In your note you said you had,   In your note you said you had   No one to touch you.   No one to touch you   So shall I go through?   So shall I go, so shall I go   So shall I go, so shall I go   Why, yes, she said, you can go on ahead   She took out the key   And she locked him into the bedroom.   Oh, oh, oh.   Now I am alone, said she,   She took a can of really red paint,   And she sprayed up and down on the long leather coat,   On the bloody red floor.   So long, baby, I took you in   Just to show you that your long leather coat   Is really nothing but a handful of skin.   Stroll on, baby, step right in.   Help yourself to a handful of ev'rything in sight,   Let the party begin!   Let the party begin! ho!   Well, let the party, the party begin."
 Keep Coming Back To Love,"Ev'ry time I see you,   Admit into something new.   Doing unimportant things,   All the foolish things that other people do.   Ev'rything I'm trying   Doesn't feel quite right.   And I can't help wondering   Why I ever let you out of my sight.   So I keep coming back to love, wo-oh,   Yes, I keep coming back to love.   Must I keep moving along this track?   I might get restless,   Won't you, please, hold me back?   Won't you, please, hold me back?   Because I keep coming back to love.   Ev'rywhere I get to, ooh-ooh-ooh   I'm always on my own.   Tryin' to solve a mystery,   And if it was up to me I wouldn't be alone.   Anytime I miss you, ah-ah   The feeling is so strong.   But the road I'm travelling   Is filled with echoes of your sweet song.   So I keep coming back to love, wo-oh,   Yes, I keep coming back to love, wo-oh.   Must I keep moving along this track?   If I get restless,   Won't you, please, hold me back?   Won't you, please, hold me back?   Because I keep coming back to love.   Ooh -   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to love -   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to,   Keep coming, keep coming back to."
 Sweet Sweet Memories,"I know something you don't know   I want you to listen to the tale.   I know a reasonable woman   Handsome and witty, yet a friend.   She's got the right amount of passion   She isn't into rumour   Not too serious or too dumb   And equal mixture of good humour   And sweet, sweet memories, ah, sweet memories   Sweet, sweet memories,   Sweet memories,   Sweet, sweet, memories,   She's got sweet, sweet memories,   Sweet memories,   Sweet, sweet memories.   Has she got any faults then?   Yes, she has one I must admit   When all the world tries to praise her   She refuses to hear it   She's got the right amount of passion   She isn't into rumour   Not too serious or too dumb   And equal mixture of good humour   And sweet, sweet memories,   Sweet, sweet memories,   Yeah, we got sweet, sweet memories,   Sweet, memories,   Sweet, sweet memories,   She's got sweet, sweet memories,   Yeah, sweet memories.   Sweet, sweet memories.   Woooh - heh, heh   She's got the right amount of passion   She isn't into rumour   Not too serious or too dumb   And equal mixture of good humour   And sweet, sweet memories,   Sweet, sweet memories,   Sweet memories   Sweet, sweet memories,   She's got sweet, sweet memories,   Sweet memories,   Sweet, sweet memories,   Oh, memory, memories   Hey yeah, sweet memories   We got sweet, sweet memories,   Taking me back,   Taking me back"
 Style Style,"She's got an American accent   From her head to her toes,   If she's involved in an accident,   You wouldn't see her underclothes.   She is perfectly spotless,   A fact that sticks out a mile.   But people have got more talent   But this little lady's got style.   Style, style,   See her when she's walking.   She's got style, style,   Even when she's making me say   Ooh-ooh   Ooh hey hey   Ooh.   She was born on the wrong side   Of these imaginary tracks   That used to divide each other   Into two convenient packs.   She became a survivor   Always armed with a smile   You've only have to look at her picture to know   That this little lady's got style   Style, style,   See her when she's talking   Style, style   Even when she's staying her place   As an only child   In a hostile world   Her only chance   Was to run away   Yeah yeah woh   Ooh   She's got style, style,   See her when she's walking   She's got style, woh, style,   Even when she's talking away.   Oh style, yeah, style,   I see her when she's talking   She's got style, style,   Even when she's staying her place   Ooh, way   Ooh, oh, yeah, ooh, ooh, yeah."
 I Can't Imagine,"For me to say what I'm about to say?   Could take a bit of courage?   But I can summon up enough of this and maybe more?   Without your love I know I'd find it difficult   No reason to continue?   So how can anyone live not knowing what love is   I can't imagine how it feels to never been in love like this before   I don't wanna think about it anyhow   I can't imagine how it feels to never been in love like this before   We don't have to talk about it   No, not now   Need a lie, when I don't have to lie?   It get me into trouble?   And I've been keepin' out of trouble for a long time now?   So this is true, it's me for you eternity?   Can go and last forever?   But while we're taking our time?   I pity those that love left behind??   I can't imagine how it feels to never been in love like this before?   I don't wanna think about it anyhow, anyhow?   I can't imagine how it feels to never been in love like this before?   We don't have to talk about it   Oh, not now?   Talk about it now?   I can't imagine how it feels to never been in love like this before?   I don't wanna think about it, think about it anyhow?   I can't imagine how it feels to never been in love like this before   I don't have to talk about it no, not now??   I can't imagine how it feels to never been in love like this before?   I don't wanna think about it think about it anyhow?   I can't imagine how it feels to never been in love like this before   We don't have to talk about it   No, not now   I don't wanna talk about it, no, not now."
 Cosmically Conscious,"C'mon, be cosmically conscious,   Cosmically conscious with me   How to be cosmically conscious,   Cosmically conscious with me   Such a joy, joy   Such a joy, joy   So that means   Such a joy"
 Kicked Around No More,"Take my blessings with you when you go,   I don't wanna know no more.   Head to toe, from top to bottom I've been kicked around,   Don't wanna be kicked around no more   I'll be thinking of you when you go,   Take a walk along the shore.   Why should I pretend that nothing is the matter now?   Don't wanna be kicked around no more   My life could be so sweet,   I can't remember when I started running.   The water underneath the bridge can't keep a secret,   She's still running home.   Take my blessing with you when you go,   To the next one you adore, ooh.   Head to toe, and top to bottom I've been kicked around,   Ain't gonna be kicked around no more   Don't wanna be kicked around,   Ain't gonna be kicked around,   Don't wanna be kicked around no more.   My life could be so sweet,   I can't remember when I started running.   The water underneath the bridge can't keep a secret,   I'm not running now.   Take my blessing with you when you go,   I don't wanna know no more.   Head to toe, from top to bottom I've been kicked around,   Don't wanna be kicked around no more   Don't wanna be kicked around,   Ain't gonna be kicked around,   Don't wanna be kicked around no more."
 Big Boys Bickering,"Big boys bickering,   That's what they're doin' ev'ryday.   Big boys bickering,   Fuckin' it up for ev'ryone, ev'ryone.   Guess while they're betting on the track,   They're tryin' to win your money back.   All of the taxes that you paid,   Went to fund the masquerade.   Big boys bickering,   That's what they're doin' all the day.   Big boys bickering,   Fuckin' it up in ev'ry way, ev'ry way.   We stand here waiting   Underneath the tower block.   Who will win and who will lose?   Which way do the big boys choose?   Which of us will never know what goes on?   Ooh -   Who will win, who will lose?   So while they argue through the night,   Shakin' their sticks of dynamite,   Babies are dying through the day,   They wanna blow us all away.   Big boys bickering,   And so the game goes on and on.   Big boys bickering,   Fucking it up for ev'ryone, ev'ryone,   For ev'ryone, for ev'ryone, for ev'ryone,   For ev'ryone, ev'ryone.   Fucking it up for ev'ryone,   Fuckin' it up for ev'ryone   Fucking it up for ev'ryone,   Ev'ryone, ev'ryone,   Ev'ry, ev'ry, ev'ry, ev'ry, ev'ryone."
 Down To The River,"Now take me down to the river,   Baby, take me down to the river,   You can take me down to the river,   Where the waters flow, oh yeah.   Down to the river,   Can you take me down to the river,   Baby, take me down to the river,   Where the waters flow.   Yeah, well, I know,   Yeah, I know,   Well, I know,   I know I wanna go.   Now, down to the river,   You can take me down to the river,   You can take me down to the river,   Where the waters flow,   Flow, down, down, down.   Oh yeah, taking me, taking me down to the river,   Oh, down, down, down, down, down, yeah,   Down to the river,   Where the waters flow.   Down, take me down.   Take me now.   Down, down, down, down,   Taking me down to the river,   Down to the river,   Will you take me down to the river,   Where the waters flow.   Take me down, yeah!   Yeah, yeah, well, I know,   Ah, well, I know,   Well, I know, I know I wanna go.   Yeah, take me down to the river,   You can take me down to the river,   Can you take me down to the river,   Where the waters flow."
 Drive My Car,"Asked a girl what she wanted to be   She said baby can't you see   I wanna be famous a star of the screen   But you can do something in between   Baby you can drive my car   Yes I'm gonna be a star   Baby you can drive my car   And maybe I'll love you   I told that girl that my prospects were good   And she said baby it's understood   Working for peanuts is all very fine   But I can show you a better time   Baby you can drive my car   Yes I'm gonna be a star   Baby you can drive my car   And maybe I'll love you   Beep beep mm beep beep yeah   Baby you can drive my car   Yes I'm gonna be a star   Baby you can drive my car   And maybe I'll love you   I told that girl I could start right away   And she said listen baby I got something to say   I got no car and it's breaking my heart   But I've found a driver and that's a start   Baby you can drive my car   Yes I'm gonna be a star   Baby you can drive my car   And maybe I'll love you   Beep beep mm beep beep yeah   Beep beep mm beep beep yeah   Beep beep mm beep beep yeah"
 Let Me Roll It,"You gave me something, I understand,   You gave me loving in the palm of my hand   I can't tell you how I feel   My heart is like a wheel...   Let me roll it   Let me roll it to you   Let me roll it   Let me toll it to you.   I want to tell you   And now's the time   I want to tell you that   You're going to be mine...   I can't tell you how I feel   My heart is like a wheel...   Let me roll it   Let me roll it to you   Let me roll it   Let me roll it to you."
 All My Loving,"Close your eyes and I'll kiss you   Tomorrow I'll miss you   Remember I'll always be true   And then while I'm away   I'll write home every day   And I'll send all my loving to you   I'll pretend that I'm kissing   The lips I am missing   And hope that my dreams will come true   And then while I'm away   I'll write home every day   And I'll send all my loving to you   All my loving I will send to you   All my loving, darling I'll be true   Close your eyes and I'll kiss you   Tomorrow I'll miss you   Remember I'll always be true   And then while I'm away   I'll write home every day   And I'll send all my loving to you   All my loving I will send to you   All my loving, darling I'll be true   All my loving, all my loving ooh   All my loving I will send to you"
 Michelle,"Michelle, ma belle   These are words that go together well   My Michelle   Michelle, ma belle   Sont les mots qui vont tres bien ensemble   Tres bien ensemble   I love you, I love you, I love you   That's all I want to say   Until I find a way   I will say the only words I know that   You'll understand   Michelle, ma belle   Sont les mots qui vont tres bien ensemble   Tres bien ensemble   I need to, I need to, I need to   I need to make you see   Oh, what you mean to me   Until I do I'm hoping you will   Know what I mean   I love you   I want you, I want you, I want you   I think you know by now   I'll get to you somehow   Until I do I'm telling you so   You'll understand   Michelle, ma belle   Sont les mots qui vont tres bien ensemble   Tres bien ensemble   I will say the only words I know   That you'll understand, my Michelle"
 My Love,"And when I go away   I know my heart can stay with my love   It's understood   It's in the hands of my love   And my love does it good   Whoa whoa-whoa whoa, whoa whoa-whoa whoa   My love does it good   And when the cupboard's bare   I'll still find something there with my love   It's understood   It's everywhere with my love   And my love does it good   Whoa whoa-whoa whoa, whoa whoa-whoa whoa   My love does it good   Whoa-whoa, I love, oh-whoa, my love   Only my love holds the other key to me   Oh-whoa, my love, oh-oh, my love   Only my love does it good to me   Whoa whoa-whoa whoa, whoa whoa-whoa whoa   My love does it good   Don't ever ask me why   I never say goodbye to my love   It's understood   It's everywhere with my love   And my love does it good, whoa   Whoa whoa-whoa whoa, whoa whoa-whoa whoa   My love does it good   Whoa-whoa, I love, oh-whoa, my love   Only my love does it good to me   Whoa-whoa-whoa-whoa-whoa-whoa, whoa-whoa whoa"
 Magical Mystery Tour,"Roll up! Roll up for the magical mystery tour!   Step right this way!   Roll up, roll up for the mystery tour   Roll up, roll up for the mystery tour   Roll up And that's an invitation, roll up for the mystery tour   Roll up To make a reservation, roll up for the mystery tour   The magical mystery tour is waiting to take you away   Waiting to take you away   Roll up, roll up for the mystery tour   Roll up, roll up for the mystery tour   Roll up We've got everything you need, roll up for the mystery tour   Roll up Satisfaction guaranteed, roll up for the mystery tour   The magical mystery tour is hoping to take you away   Hoping to take you away   Mystery trip   Ah... the magical mystery tour   Roll up, roll up for the mystery tour   Roll up And that's an invitation, roll up for the mystery tour   Roll up To make a reservation, roll up for the mystery tour   The magical mystery tour is coming to take you away   Coming to take you away   The magical mystery tour is dying to take you away   Dying to take you away, take you today"
 Lady Madonna,"Lady Madonna,   Children at your feet.   Wonders how you manage to make ends meet.   Who finds the money,   When you pay the rent?   Did you think that money was heaven-sent?   Friday night arrives without a suitcase.   Sunday morning creep in like a nun.   Monday's child has learned to tie his bootlace.   See how they run.   Lady Madonna,   Baby at your breast.   Wonders how you manage to feed the rest.   See how they run.   Lady Madonna,   Lying on the bed.   Listen to the music playing in your head.   Tuesday afternoon is never ending.   Wednesday morning papers didn't come.   Thursday night your stockings needed mending.   See how they run.   Lady Madonna,   Children at your feet.   Wonders how you manage to make ends meet."
 Paperback Writer,"Paperback writer   Dear Sir or Madam, will you read my book?   It took me years to write, will you take a look?   It's based on a novel by a man named Lear   And I need a job, so I want to be a paperback writer   Paperback writer   It's the dirty story of a dirty man   And his clinging wife doesn't understand   His son is working for the Daily Mail   It's a steady job but he wants to be a paperback writer   Paperback writer   Paperback writer   It's a thousand pages, give or take a few   I'll be writing more in a week or two   I can make it longer if you like the style   I can change it round and I want to be a paperback writer   Paperback writer   If you really like it you can have the rights   It could make a million for you overnight   If you must return it, you can send it here   But I need a break and I want to be a paperback writer   Paperback writer   Paperback writer   Paperback writer, paperback writer   Paperback writer, paperback writer   Paperback writer, paperback writer   Paperback writer, paperback writer"
 Penny Lane,"In Penny Lane there is a barber showing photographs   Of every head he's had the pleasure to know   And all the people that come and go   Stop and say hello   On the corner is a banker with a motorcar   The little children laugh at him behind his back   And the banker never wears a mack   In the pouring rain, very strange   Penny Lane is in my ears and in my eyes   There beneath the blue suburban skies   I sit, and meanwhile back   In Penny Lane there is a fireman with an hourglass   And in his pocket is a portrait of the queen   He likes to keep his fire engine clean   It's a clean machine   Penny Lane is in my ears and in my eyes   A four of fish and finger pies   In summer, meanwhile back   Behind the shelter in the middle of a roundabout   The pretty nurse is selling poppies from a tray   And though she feels as if she's in a play   She is anyway   In Penny Lane the barber shaves another customer   We see the banker sitting waiting for a trim   And then the fireman rushes in   From the pouring rain, very strange   Penny lane is in my ears and in my eyes   There beneath the blue suburban skies   I sit, and meanwhile back   Penny lane is in my ears and in my eyes   There beneath the blue suburban skies   Penny Lane"
 Welcome To Soundcheck,"Crickets chirping, plane flying in the distance   Welcome to soundcheck!"
 Hotel In Benidorm,"Well, the traffic agent told me that everything was taken care of,   But here am I, got the kids got the wife, nowhere to stay tonight.   Yeah, the hotel in Benindorm, still be building it.   Won't be finished soon, won't be finished soon.   Yeah, the hotel in Benindorm, still buildin', buildin', buildin'   We go to the beach and we go for a swim,   But sooner or later yeah,   We're gonna need to lay our poor burden down,   The hotel in Benindorm still isn't finished,   I guess we gonna just have to hang around."
 I Wanna Be Your Man,"I wanna be your lover baby   I wanna be your man   I wanna be your lover baby   I wanna be your man   Love you like no other baby   Like no other can   Love you like no other baby   Like no other can   I wanna be your man   I wanna be your man   I wanna be your man   I wanna be your man   Tell me that you love me baby   Let me understand   Tell me that you love me baby   I wanna be your man   I wanna be your lover baby   I wanna be your man   I wanna be your lover baby   I wanna be your man   I wanna be your man   I wanna be your man   I wanna be your man   I wanna be your man   Wow   I wanna be your lover baby   I wanna be your man   I wanna be your lover baby   I wanna be your man   Love you like no other baby   Like no other can   Love you like no other baby   Like no other can   I wanna be your man   I wanna be your man   I wanna be your man   I wanna be your man   Wah   I wanna be your man, oh   I wanna be your man, oh   I wanna be your man, ho, ho"
 A Fine Day,"Now the weekend's here   I plan to have some fun   Take you out in my Oldsmobile, and head for the country, hon   Say, hey! It's a fine day! Yeah, yeah, such a fine day   Say, hey! It's a fine day! I hope to hear you headin' my way   Yeah, yeah! It's a fine day! Checkbook on another fine day   Hey, hey! It's a fine day! I'm glad to see you headin' my way   Friday night I took you dancin'!   We danced all the way.   Sunday mornin' we relaxin'   At your mother's home   Hey, it's a fine day! Sha-yay-yeah-yeah-yeah-yeah-yeah it's a fine day, fine day   Oh yeah, it's a fine day. I'm glad to see you headin' my way.   Oh yeah yeah yeah yeah yeah   Well, should leave I took her to the evening classes   Where you learn to read a book   Wednesday morning took me to the playground   Were you lead to take a look?   Hey! It's a fine day! Yeah yeah, ha ha ha oh, such a fine day!   Ha ha ha hey hey, it's a fine day! I'm glad to see you headin' my way.   Oh hey hey! It's a fine day! Hey, hey! Such a fine day!   Hey hey it's a fine day! And I'm glad to see you headin' my way   Hey hey! A fine day! Hey such a fine day! hey it's such a fine day!"
 The Song We Were Singing,"For a while, we could sit, smoke a pipe   And discuss all the vast intracacies of life   We could jaw, through the night   Talk about a range of subjects, anything you like   Oh yeah   But we always came back to the song   We were singing   At any particular time   Yeah, we always came back to the song   We were singing   At any particular time   Take a sip, see the world through a glass   And speculate about the cosmic solution   To the sound, blue guitars   Caught up in a philosophical discussion   Oh yeah   But we always came back to the song   We were singing   At any particular time   Yeah, we always came back to the song   We were singing   At any particular time   For a while, we could sit, smoke a pipe   And discuss all the vast intracacies of life   We could jaw, through the night   Talk about a range of subjects, anything you like   Oh yeah   But we always came back to the song   We were singing   At any particular time   Yeah, we always came back to the song   We were singing   At any particular time   Yeah, we always came back   Take a sip, see the world through a glass   And speculate about the cosmic solution   To the sound, blue guitars   Caught up in a philosophical discussion   Oh yeah   But we always came back to the song   We were singing   At any particular time   Yeah, we always came back to the song   We were singing   At any particular time   Yeah   We always came back to the song we were singing"
 The World Tonight,"I saw you sitting at the centre of the circle   Everybody, everybody wanted something from you   I saw you sitting there   I saw you swaying to the rhythm of the music   Caught you playing, caught you praying to the voice inside you   I saw you swaying there   I don't care what you want to be   I go back so far I'm in front of me!   It doesn't matter what they say   They're giving the game away   I can see the world tonight   Look into the future   See it in a different light   I can see the world tonight   I heard you listening to a secret conversation   You were crying, you were trying not to let them hear you   I heard you listening in   Never mind what they want to do   You've got a right to your point of view!   It doesn't matter what they say   They're giving the game away   I can see the world tonight   Look into the future   See it in a different light   I can see the world tonight   I can see the world tonight   I saw you hiding from a flok of paparazzi   You were hoping, you were hoping that the ground would swallow you   I saw you hiding there   I don't care what you want to be   I go back so far I'm in front of me!   It doesn't matter what they say   They're giving the game away   I can see the world tonight   Look into the future   See it in a different light   I can see the world tonight   Look into the future   I can see the world tonight   See it in a different light   I can see the world tonight   I can see the world tonight"
 If You Wanna,"If you wanna   If you wanna   If you wanna love me again   I'll take you for a ride in my Cadillac.   He'll be in the front, we'll be in the back   When you're ready   Let me know   I'll be waiting   To make arrangements for the trip   To make arrangements for the trip   To make arrangements for the trip   And if you wanna   If you wanna,   If you wanna do it again.   I'll take you to the coast for a holiday   You can be my guest   You can let me pay-yeah   When you're ready   Well, let me know.   I'll be waiting   To make arrangements for the trip   To make arrangements for the trip   To make arrangements for the trip   Whenever you're ready   When you wanna love me   This is what you need   To be thinking of me   When you plant the seed of love   When you're ready   Let me know   I'll be waiting   To make arrangements for the trip   To make arrangements for the trip   To make arrangements for the trip   Well if you want to love me   This is what you need   To be thinking of me   When you plant the seed   The seed of love   If you wanna   If you wanna   If you wanna love me again   I'll take you for a ride in my Cadillac.   He'll be in the front, we'll be in the back   When you're ready   Let me know   I'll be waiting   To make arrangements for the trip   To make arrangements for the trip   To make arrangements for the trip"
 Somedays,"Somedays I look   I look at you with eyes that shine   Somedays I don't   I don't believe that you are mine   It's no good asking me what time of day it is   Who won the match or scored the goal   Somedays I look   Somedays I look into your soul   Sometimes I laugh   I laugh to think how young we were   Sometimes its hard   It's hard to know which way to turn   Don't ask me where I found that picture on the wall   How much it cost or what it's worth   Sometimes I laugh   I laugh to think how young we were   We don't need anybody else to tell us what is real   Inside each one of us is love   And we know how it feels   Somedays I cry   I cry for those who live in fear   Somedays I don't   I don't remember why I'm here   No use reminding me it's just the way it is   Who ran the race or came in first   Some days I cry   I cry for those who fear the worst   We don't need anybody else to tell us what is real   Inside each one of us is love   And we know how it feels   Somedays I look   I look at you with eyes that shine   Somedays I don't   I don't believe that you are mine   It's no good asking me what time of day it is   Who won the match or scored the goal   Somedays I look   Somedays I look into your soul"
